200,19.41704750061035
400,22.806644439697266
600,27.00495719909668
800,35.11333465576172
1000,39.07918930053711
1200,43.52760314941406
1400,47.800540924072266
1600,51.935434341430664
1800,59.477806091308594
2000,63.256025314331055
2200,67.53849983215332
2400,70.33300399780273
2600,75.42204856872559
2800,77.39400863647461
3000,82.1692943572998
200,19.132375717163086
400,22.72486686706543
600,27.12559700012207
800,34.911155700683594
1000,38.92660140991211
1200,43.55788230895996
1400,47.52516746520996
1600,52.58750915527344
1800,59.127092361450195
2000,63.36188316345215
2200,66.89453125
2400,70.6634521484375
2600,75.00600814819336
2800,77.54874229431152
3000,82.69524574279785
200,19.108057022094727
400,22.772550582885742
600,27.0993709564209
800,36.35525703430176
1000,39.32976722717285
1200,43.43724250793457
1400,47.719717025756836
1600,52.435874938964844
1800,58.50720405578613
2000,63.437461853027344
2200,67.19207763671875
2400,71.23589515686035
2600,75.84142684936523
2800,77.10504531860352
3000,81.96830749511719
200,19.168376922607422
400,22.695541381835938
600,27.263402938842773
800,33.17594528198242
1000,38.99359703063965
1200,43.31851005554199
1400,47.42240905761719
1600,52.37293243408203
1800,59.331417083740234
2000,63.834190368652344
2200,68.22800636291504
2400,70.60861587524414
2600,75.8965015411377
2800,77.26645469665527
3000,82.39316940307617
200,19.210100173950195
400,23.13852310180664
600,27.53281593322754
800,34.70015525817871
1000,38.70749473571777
1200,43.488502502441406
1400,47.75500297546387
1600,52.698612213134766
1800,58.63165855407715
2000,62.77203559875488
2200,67.901611328125
2400,70.84345817565918
2600,75.75321197509766
2800,77.43501663208008
3000,82.34834671020508
