200,34.861087799072266
400,51.125526428222656
600,46.02384567260742
800,49.008846282958984
1000,60.358524322509766
1200,59.551239013671875
1400,65.94133377075195
1600,72.46136665344238
1800,74.39804077148438
2000,78.0496597290039
2200,81.75873756408691
2400,82.47137069702148
2600,89.71452713012695
2800,94.5749282836914
3000,100.29482841491699
200,34.850120544433594
400,38.49220275878906
600,45.20153999328613
800,49.379587173461914
1000,57.93428421020508
1200,59.113264083862305
1400,66.5886402130127
1600,68.69888305664062
1800,74.78594779968262
2000,75.77085494995117
2200,83.21428298950195
2400,84.28692817687988
2600,89.86520767211914
2800,94.76137161254883
3000,96.54831886291504
200,38.022756576538086
400,38.95449638366699
600,45.958518981933594
800,48.73847961425781
1000,59.19241905212402
1200,59.63420867919922
1400,68.24374198913574
1600,69.5195198059082
1800,77.47387886047363
2000,78.04059982299805
2200,81.83169364929199
2400,82.85856246948242
2600,98.45376014709473
2800,92.88287162780762
3000,95.93725204467773
200,35.77995300292969
400,38.2075309753418
600,45.61042785644531
800,48.4621524810791
1000,55.51314353942871
1200,60.457468032836914
1400,64.99934196472168
1600,68.16840171813965
1800,70.72234153747559
2000,78.30452919006348
2200,79.42914962768555
2400,83.0836296081543
2600,91.66860580444336
2800,92.06056594848633
3000,95.95489501953125
200,35.19105911254883
400,38.187503814697266
600,42.8922176361084
800,48.79307746887207
1000,57.93476104736328
1200,63.027381896972656
1400,65.29092788696289
1600,67.8567886352539
1800,77.35347747802734
2000,74.41210746765137
2200,82.38720893859863
2400,92.9872989654541
2600,88.67216110229492
2800,94.81453895568848
3000,98.49882125854492
