200,40.03548622131348
400,43.366193771362305
600,47.318458557128906
800,55.71746826171875
1000,60.2879524230957
1200,65.17243385314941
1400,69.4882869720459
1600,73.45747947692871
1800,77.41737365722656
2000,81.50792121887207
2200,85.80446243286133
2400,92.2393798828125
2600,96.72927856445312
2800,100.60358047485352
3000,104.94661331176758
200,39.80684280395508
400,43.27082633972168
600,47.08576202392578
800,55.63521385192871
1000,60.259342193603516
1200,65.11831283569336
1400,69.25702095031738
1600,73.53925704956055
1800,77.84771919250488
2000,81.76541328430176
2200,85.67190170288086
2400,101.43661499023438
2600,95.66903114318848
2800,99.39861297607422
3000,104.70318794250488
200,39.68667984008789
400,43.40171813964844
600,47.297000885009766
800,55.72676658630371
1000,60.056447982788086
1200,65.12951850891113
1400,69.63539123535156
1600,73.65727424621582
1800,78.92370223999023
2000,82.24940299987793
2200,86.23957633972168
2400,92.36645698547363
2600,95.81542015075684
2800,101.06778144836426
3000,105.2858829498291
200,39.79301452636719
400,43.512582778930664
600,47.48725891113281
800,55.614471435546875
1000,59.78274345397949
1200,65.91105461120605
1400,69.67687606811523
1600,74.03945922851562
1800,78.01318168640137
2000,81.78472518920898
2200,86.05718612670898
2400,92.6966667175293
2600,95.74580192565918
2800,99.7929573059082
3000,104.38275337219238
200,39.797306060791016
400,43.32852363586426
600,47.5163459777832
800,55.95278739929199
1000,60.26291847229004
1200,65.36507606506348
1400,69.60630416870117
1600,73.93407821655273
1800,77.9561996459961
2000,82.13663101196289
2200,85.99114418029785
2400,93.0471420288086
2600,96.11892700195312
2800,100.63815116882324
3000,104.47883605957031
