Percentage,Average mAP,Standard Deviation
0.1,5.194,0.7034415398595678
0.2,18.172,2.5143329135180172
0.4,31.498,1.9012285501748598
0.6,36.974000000000004,1.3613522688856101
0.8,41.624,1.2370044462329144
1.0,43.38,0.6444765317682242
