Percentage,Average mAP,Standard Deviation
0.1,18.05,1.2346861949499555
0.2,40.748,4.072231574947575
0.4,58.1,1.2085114811204734
0.6,64.69200000000001,1.3916429139689566
0.8,68.99000000000001,0.8471422548781289
1.0,71.086,0.2550098037331074
