Percentage,Average mAP,Standard Deviation
0.1,10.788,0.8963648810612789
0.2,30.509999999999998,3.8704973840580226
0.4,46.19,1.5709869509324377
0.6,52.292,2.1903241769199377
0.8,57.016,0.9668402143063751
1.0,58.498,0.5135854359305742
